acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported,latitude,longitude
488410,,Slight,2,1,07/07/2010,Wednesday,7,July,10,13,35,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327680,669980,0,Unset,Cyclist,361402,unset,EH166AS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.9174502678628,-3.1586772711915705
488810,,Slight,1,1,08/07/2010,Thursday,8,July,10,9,35,230,Motorway,8,Dual carriageway - 2 lanes,50,Roundabout,Automatic Traffic Signal,Motorway,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318200,670960,6453709,Junction,S.V.N.P.,361403,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.924732889667546,-3.3106099809416594
488910,,Slight,2,1,05/07/2010,Monday,5,July,10,9,45,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,70,Darkness: street lights present but unlit,Unknown,Dry,None,None,No overtaking,318070,667740,518443,Junction,T.V.N.P.,361404,unset,EH145NW,Control by other authorised person,No physical crossing facility within 50m,Elsewhere,55.89578723745154,-3.3117126863920663
489010,,Serious,1,1,28/06/2010,Monday,28,June,10,5,40,230,C,,One way Street,30,Other junction,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325040,673170,521481,Junction,Cyclist,361251,unset,EH39DN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94570082443571,-3.2017932792418997
489310,,Slight,1,1,07/07/2010,Wednesday,7,July,10,14,40,230,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326560,675140,519867,Junction,Bus,361405,unset,EH65AH,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere,55.96363199810626,-3.1779991721523926
490110,,Serious,2,1,08/07/2010,Thursday,8,July,10,16,40,230,Unclassified,,Roundabout,30,Roundabout,Automatic Traffic Signal,A,89,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312470,672670,517567,Junction,T.V.N.P.,361406,unset,EH288SH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93908259914551,-3.40283154979432
490210,,Slight,1,1,08/07/2010,Thursday,8,July,10,23,50,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,70,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324090,673180,521334,Junction,Pedestrian,361407,unset,EH112BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94564135945009,-3.2170031194904443
490310,,Slight,3,1,07/07/2010,Wednesday,7,July,10,7,14,230,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,323610,667990,570546,Segment,M.V.N.P.,361408,unset,EH107DS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.89894477877384,-3.2232170252258996
490410,,Slight,1,1,01/07/2010,Thursday,1,July,10,19,30,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324790,671710,523833,Junction,S.V.N.P.,361409,unset,EH104BL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93254686137572,-3.2053876677918867
490510,,Slight,2,1,18/06/2010,Friday,18,June,10,22,15,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,322900,675900,559931,Segment,Cyclist,361252,unset,EH52NE,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.969884507875676,-3.236830845223771
490810,,Slight,1,1,07/07/2010,Wednesday,7,July,10,16,25,230,B,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325860,674510,520611,Junction,Pedestrian,361410,unset,EH13QR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.95786515106149,-3.1890360709965
492310,,Serious,1,1,09/07/2010,Friday,9,July,10,13,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326150,676360,563715,Segment,Pedestrian,361411,unset,EH64PG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.97452807102396,-3.184900290743861
492510,,Slight,2,1,08/07/2010,Thursday,8,July,10,16,50,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Stop sign,B,701,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321830,669080,532933,Junction,T.V.N.P.,361412,unset,EH130NR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.90844983936502,-3.25199100878224
492710,,Slight,2,1,09/07/2010,Friday,9,July,10,11,55,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,317410,670450,6452039,Segment,T.V.N.P.,361413,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.92001671774853,-3.3230923566937967
493510,,Slight,1,1,06/07/2010,Tuesday,6,July,10,16,29,230,A,702,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Daylight: no street lighting,Other,Dry,None,None,No overtaking,324500,671660,523830,Junction,Pedestrian,361414,unset,EH104AZ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.9320522197661,-3.210014245461333
494310,,Slight,1,1,10/07/2010,Saturday,10,July,10,10,30,230,Unclassified,,One way Street,30,Other junction,Automatic Traffic Signal,A,8,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,325570,673940,521097,Junction,Pedestrian,361415,unset,EH22DF,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.952700057716775,-3.1935221111343877
494910,,Slight,2,1,10/07/2010,Saturday,10,July,10,15,50,230,A,199,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326700,676680,522741,Junction,Cyclist,361416,unset,EH66LY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.97748696971941,-3.1761768087993167
495210,,Slight,1,1,10/07/2010,Saturday,10,July,10,14,50,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining with high winds,Dry,None,None,No overtaking,331350,672920,2106187,Segment,Bus,361417,unset,EH152ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.94439904279732,-3.10071937390322
498110,,Slight,2,1,12/07/2010,Monday,12,July,10,17,22,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312980,677700,4421939,Junction,T.V.N.P.,361418,unset,EH309NZ,Control by other authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene,55.98435509105804,-3.396296001681224
498310,,Slight,1,1,12/07/2010,Monday,12,July,10,15,4,230,Unclassified,,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312040,670210,12231736,Junction,S.V.N.P.,361419,unset,EH288NR,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.916908152684314,-3.408910823122588
498510,,Slight,3,1,12/07/2010,Monday,12,July,10,16,45,230,A,8,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318550,672780,4550156,Segment,Bus,361420,unset,EH128LH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94114040217488,-3.305560422402822
499410,,Slight,2,1,13/07/2010,Tuesday,13,July,10,7,40,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,323650,671840,522279,Junction,T.V.N.P.,361421,unset,EH111NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene,55.93353473585669,-3.223666686621644
499510,,Slight,2,1,13/07/2010,Tuesday,13,July,10,10,40,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322750,671590,522231,Junction,T.V.N.P.,361422,unset,EH141PB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.931145141241366,-3.2379970792236454
500010,,Serious,1,1,13/07/2010,Tuesday,13,July,10,14,30,230,A,8,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325290,673850,551202,Segment,Bus,361423,unset,EH22ER,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere,55.95184809741496,-3.197980045636144
500910,,Slight,2,1,12/07/2010,Monday,12,July,10,19,5,230,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326000,673410,521589,Junction,Cyclist,361424,unset,EH89AA,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.948005661496076,-3.186491976632359
501210,,Slight,2,1,13/07/2010,Tuesday,13,July,10,15,40,230,A,7,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326600,672460,568060,Segment,Pedestrian,361425,unset,EH89QD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.93956407160531,-3.176628000434197
501410,,Slight,1,1,13/07/2010,Tuesday,13,July,10,4,0,230,B,1350,Single carriageway - 2 lanes,30,Crossroads,Authorised Person,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326930,674470,520680,Junction,S.V.N.P.,361426,unset,EH75AP,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene,55.95766998987445,-3.1718916816362204
501710,,Slight,3,1,13/07/2010,Tuesday,13,July,10,6,23,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328530,675000,523335,Junction,M.V.N.P.,361427,unset,EH76EP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.96267196415372,-3.146412121344868
504010,,Slight,1,1,14/07/2010,Wednesday,14,July,10,16,17,230,A,7,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,326010,673390,2305729,Junction,Bus,361428,unset,EH11LS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.94782754659503,-3.186326397057288
505510,,Slight,2,1,11/07/2010,Sunday,11,July,10,15,15,230,A,71,Roundabout,30,Roundabout,Automatic Traffic Signal,A,720,Daylight: street lighting unknown,Fine with high winds,Dry,None,None,No overtaking,318650,670370,2307030,Junction,T.V.N.P.,361429,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene,55.9195096378998,-3.3032328988401956
