acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
188612,,Serious,1,1,02/04/2012,Monday,2,April,12,11,2,230,A,902,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322210,674900,563694,Segment,Pedestrian,356966,unset,EH42SD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
189212,,Slight,2,1,02/04/2012,Monday,2,April,12,17,0,230,C,,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325010,674400,520536,Junction,T.V.N.P.,356967,unset,EH36TH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
190012,,Serious,2,1,02/04/2012,Monday,2,April,12,8,40,230,A,8,Dual carriageway - 2 lanes,40,Roundabout,Automatic Traffic Signal,A,8,Darkness: street lights present but unlit,Fine (without high winds),Dry,None,None,No overtaking,312590,672650,517576,Junction,Cyclist,356968,unset,EH288PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
190212,,Slight,3,1,02/04/2012,Monday,2,April,12,17,0,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322380,673970,12223283,Junction,M.V.N.P.,356969,unset,EH43LD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
191112,,Serious,1,1,02/04/2012,Monday,2,April,12,15,8,230,A,702,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Raining (without high winds),Dry,None,None,No overtaking,324500,671980,548994,Segment,Pedestrian,356970,unset,EH104DH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
191512,,Slight,1,1,03/04/2012,Tuesday,3,April,12,14,35,230,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Snowing (without high winds),Dry,None,None,No overtaking,326500,672240,522102,Junction,Bus,356971,unset,EH91QN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
193312,,Slight,2,5,04/04/2012,Wednesday,4,April,12,7,0,230,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317460,670480,6452039,Segment,T.V.N.P.,356972,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
193512,,Slight,1,1,04/04/2012,Wednesday,4,April,12,11,0,230,C,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325050,673030,521454,Junction,Bus,356973,unset,EH39HX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
194512,,Slight,3,2,04/04/2012,Wednesday,4,April,12,18,3,230,Unclassified,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326750,673940,521178,Junction,M.V.N.P.,356974,unset,EH88BY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
194812,,Slight,2,1,04/04/2012,Wednesday,4,April,12,18,13,230,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Authorised Person,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325710,673320,521541,Junction,Cyclist,356975,unset,EH11EY,Control by other authorised person,Zebra crossing,Elsewhere
195112,,Slight,2,1,02/04/2012,Monday,2,April,12,13,40,230,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,324700,674010,520485,Junction,T.V.N.P.,356976,unset,EH24DR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
195212,,Slight,2,1,05/04/2012,Thursday,5,April,12,12,5,230,B,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325880,674480,520608,Junction,Cyclist,356977,unset,EH13RH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
195412,,Fatal,1,1,05/04/2012,Thursday,5,April,12,12,10,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323500,674680,560003,Segment,Pedestrian,356978,unset,EH42HU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
196212,,Slight,1,1,05/04/2012,Thursday,5,April,12,14,0,230,A,702,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,Road suface defective,None,No overtaking,324580,672120,522027,Junction,S.V.N.P.,356979,unset,EH104EB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
199812,,Slight,1,1,23/03/2012,Friday,23,March,12,13,10,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,325380,674040,566552,Segment,Pedestrian,354730,unset,EH22PF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
199912,,Slight,2,1,07/04/2012,Saturday,7,April,12,15,25,230,A,71,Roundabout,40,Roundabout,Stop sign,A,71,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319430,670660,529651,Junction,T.V.N.P.,356980,unset,EH114NT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
200112,,Slight,2,1,30/03/2012,Friday,30,March,12,16,10,230,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,322270,671910,522216,Junction,Bus,354731,unset,EH112RZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
200412,,Slight,2,1,07/04/2012,Saturday,7,April,12,18,0,230,Unclassified,,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324290,675490,12232951,Junction,T.V.N.P.,356981,unset,EH35NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
201312,,Slight,1,1,09/04/2012,Monday,9,April,12,3,39,230,A,702,Single carriageway - 2 lanes,30,Other junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,324910,672980,533371,Junction,Pedestrian,356982,unset,EH39BN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
202212,,Slight,1,1,05/04/2012,Thursday,5,April,12,12,30,230,A,901,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,326920,675950,558734,Segment,Pedestrian,356983,unset,EH65HX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
202512,,Slight,1,1,06/04/2012,Friday,6,April,12,13,5,230,C,,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325130,673980,521067,Junction,Bus,356984,unset,EH23EE,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
203612,,Slight,2,1,10/04/2012,Tuesday,10,April,12,16,36,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,320390,671920,522141,Junction,T.V.N.P.,356985,unset,EH127DU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
203712,,Slight,2,2,10/04/2012,Tuesday,10,April,12,17,25,230,A,90,Single carriageway - 2 lanes,40,'T' or staggered junction,Automatic Traffic Signal,B,701,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318890,674910,519933,Junction,T.V.N.P.,356986,unset,EH48AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
204412,,Slight,2,1,19/03/2012,Monday,19,March,12,18,55,230,C,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Raining (without high winds),Dry,None,None,No overtaking,327030,675220,0,Unset,Cyclist,354732,unset,EH68RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
205112,,Serious,1,1,11/04/2012,Wednesday,11,April,12,16,10,230,Unclassified,,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320050,669420,551630,Segment,Pedestrian,356987,unset,EH143AX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
205312,,Slight,1,1,10/04/2012,Tuesday,10,April,12,20,55,230,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,A,901,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325810,677000,532669,Junction,Pedestrian,356988,unset,EH64HY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
205512,,Slight,2,1,11/04/2012,Wednesday,11,April,12,16,29,230,A,71,One way Street,30,Roundabout,Automatic Traffic Signal,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,318530,670390,2307036,Junction,Cyclist,356989,unset,EH144AW,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
205612,,Slight,2,1,06/04/2012,Friday,6,April,12,13,10,230,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,327200,674930,12239021,Junction,T.V.N.P.,356990,unset,EH75QU,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
206412,,Slight,2,1,12/04/2012,Thursday,12,April,12,15,15,230,B,1350,Single carriageway - 2 lanes,30,Roundabout,Give way sign or markings,A,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326160,674510,520236,Junction,Cyclist,356991,unset,EH75DX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
206612,,Slight,2,1,12/04/2012,Thursday,12,April,12,8,30,230,B,9085,Single carriageway - 2 lanes,30,Mini-roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Raining (without high winds),Dry,None,None,No overtaking,320540,675440,519747,Junction,Cyclist,356992,unset,EH46AR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,At scene
207912,,Slight,4,1,13/04/2012,Friday,13,April,12,13,0,230,A,8000,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,312970,677510,555198,Segment,M.V.N.P.,356993,unset,EH309YA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
